,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Generation
1117,34,No,Research & Development,1,4,Life Sciences,2,Male,45,3,Research Scientist,4,Married,5484,9,No,17,2,80,1,9,3,2,2,2,2,1,Millenials
1118,26,No,Research & Development,3,3,Life Sciences,1,Female,89,3,Research Scientist,4,Married,2061,1,No,21,1,80,0,1,5,3,1,0,0,0,Millenials
1119,38,No,Sales,14,3,Life Sciences,3,Male,80,3,Sales Executive,2,Married,9924,0,No,11,4,80,1,10,3,3,9,8,7,7,Millenials
1120,38,No,Sales,16,3,Life Sciences,2,Female,90,3,Sales Executive,2,Single,4198,2,No,12,2,80,0,8,5,4,3,2,1,2,Millenials
1121,36,No,Sales,1,4,Life Sciences,2,Female,73,3,Sales Executive,3,Single,6815,6,No,13,1,80,0,15,5,3,1,0,0,0,Millenials
1122,29,No,Research & Development,3,1,Medical,2,Male,87,3,Laboratory Technician,1,Single,4723,1,Yes,18,4,80,0,10,3,3,10,9,1,5,Millenials
1123,35,No,Research & Development,10,4,Medical,1,Female,51,3,Healthcare Representative,3,Single,6142,3,Yes,16,3,80,0,10,4,3,5,2,0,4,Millenials
1124,39,No,Sales,6,3,Medical,4,Male,38,4,Sales Executive,3,Married,8237,2,No,11,1,80,1,11,3,3,7,6,7,6,Millenials
1125,29,No,Research & Development,2,1,Life Sciences,1,Male,87,3,Healthcare Representative,4,Divorced,8853,1,No,19,4,80,1,6,0,4,6,4,1,3,Millenials
1126,50,No,Sales,9,3,Marketing,3,Male,59,3,Manager,3,Married,19331,4,Yes,16,3,80,1,27,2,3,1,0,0,0,Gen X
1127,23,No,Research & Development,10,3,Technical Degree,4,Male,45,4,Research Scientist,3,Married,2073,2,No,16,4,80,1,4,2,3,2,2,2,2,Gen Z
1128,36,No,Research & Development,6,4,Life Sciences,1,Male,80,4,Laboratory Technician,1,Married,5562,3,Yes,13,4,80,1,9,3,3,3,2,0,2,Millenials
1129,42,No,Research & Development,9,2,Other,4,Male,93,2,Manager,4,Single,19613,8,No,22,4,80,0,24,2,3,1,0,0,1,Gen X
1130,35,No,Research & Development,28,3,Life Sciences,2,Male,46,4,Laboratory Technician,3,Married,3407,1,No,17,4,80,2,10,3,2,10,9,6,8,Millenials
1131,34,No,Research & Development,10,4,Technical Degree,4,Male,92,2,Healthcare Representative,3,Married,5063,1,No,14,2,80,1,8,3,2,8,2,7,7,Millenials
1132,40,No,Sales,14,2,Life Sciences,4,Female,84,3,Sales Executive,1,Married,4639,1,No,15,3,80,1,5,2,3,5,4,1,2,Millenials
1133,43,No,Research & Development,27,3,Technical Degree,4,Male,87,4,Laboratory Technician,2,Divorced,4876,5,No,12,3,80,1,8,0,3,6,4,0,2,Gen X
1134,35,No,Research & Development,7,2,Life Sciences,3,Male,63,2,Laboratory Technician,4,Married,2690,1,No,18,4,80,1,1,5,2,1,0,0,1,Millenials
1135,46,No,Sales,1,4,Life Sciences,4,Male,56,4,Manager,1,Single,17567,1,No,15,2,80,0,27,5,1,26,0,0,12,Gen X
1136,28,Yes,Research & Development,24,3,Medical,3,Male,51,3,Laboratory Technician,2,Married,2408,1,Yes,17,3,80,3,1,3,3,1,1,0,0,Millenials
1137,22,No,Research & Development,26,2,Other,2,Female,85,2,Research Scientist,3,Married,2814,1,Yes,14,2,80,0,4,2,2,4,2,1,3,Gen Z
1138,50,No,Research & Development,20,5,Medical,2,Male,41,3,Healthcare Representative,3,Married,11245,2,Yes,15,3,80,1,32,3,3,30,8,12,13,Gen X
1139,32,No,Research & Development,5,4,Other,2,Female,35,4,Research Scientist,4,Married,3312,3,No,17,4,80,2,6,3,3,3,2,0,2,Millenials
1140,44,No,Research & Development,7,3,Medical,2,Female,31,3,Research Director,4,Divorced,19049,0,Yes,14,4,80,1,23,4,2,22,7,1,10,Gen X
1141,30,No,Research & Development,7,3,Medical,2,Male,48,2,Research Scientist,2,Married,2141,1,No,12,2,80,1,6,3,2,6,4,1,1,Millenials
1142,45,No,Research & Development,5,5,Medical,3,Female,50,1,Laboratory Technician,1,Single,5769,1,Yes,14,1,80,0,10,3,3,10,7,1,4,Gen X
1143,45,No,Sales,26,3,Marketing,1,Male,52,2,Sales Executive,1,Married,4385,1,No,15,1,80,1,10,2,3,10,7,4,5,Gen X
1144,31,No,Sales,2,4,Other,4,Male,54,3,Sales Executive,1,Single,5332,7,No,13,4,80,0,10,3,3,5,2,0,3,Millenials
1145,36,No,Research & Development,12,4,Life Sciences,3,Female,76,3,Manufacturing Director,3,Married,4663,9,Yes,12,2,80,2,7,2,3,3,2,1,1,Millenials
1146,34,No,Research & Development,10,4,Life Sciences,3,Male,42,4,Manufacturing Director,4,Divorced,4724,1,No,13,1,80,1,9,3,3,9,7,7,2,Millenials
1147,49,No,Research & Development,25,4,Life Sciences,3,Female,84,3,Laboratory Technician,1,Married,3211,1,No,14,4,80,1,10,3,2,9,6,1,4,Gen X
1148,39,No,Research & Development,10,5,Medical,2,Male,76,3,Manufacturing Director,1,Married,5377,2,No,13,4,80,3,10,3,3,7,7,7,7,Millenials
1149,27,No,Research & Development,19,3,Other,4,Male,67,2,Laboratory Technician,1,Divorced,4066,1,No,11,1,80,2,7,3,3,7,7,0,7,Millenials
1150,35,No,Research & Development,18,5,Life Sciences,2,Male,48,4,Research Scientist,1,Married,5208,1,No,11,4,80,0,16,2,3,16,15,1,10,Millenials
1151,28,No,Research & Development,27,3,Medical,2,Female,39,1,Manufacturing Director,1,Divorced,4877,0,No,21,2,80,1,6,5,2,5,3,0,0,Millenials
1152,21,No,Research & Development,5,1,Medical,3,Male,97,3,Research Scientist,4,Single,3117,1,No,18,3,80,0,3,2,3,2,2,2,2,Gen Z
1153,18,Yes,Sales,3,2,Medical,2,Female,70,3,Sales Representative,4,Single,1569,1,Yes,12,3,80,0,0,2,4,0,0,0,0,Gen Z
1154,47,No,Human Resources,26,4,Life Sciences,4,Female,98,3,Manager,3,Married,19658,3,No,11,3,80,1,27,2,3,5,2,1,0,Gen X
1155,39,No,Research & Development,3,2,Medical,3,Male,76,2,Laboratory Technician,3,Divorced,3069,0,No,15,4,80,1,11,3,3,10,8,0,7,Millenials
1156,40,No,Research & Development,15,3,Life Sciences,1,Female,80,2,Manufacturing Director,3,Married,10435,1,No,13,4,80,2,18,2,3,18,15,14,12,Millenials
1157,35,No,Research & Development,8,4,Life Sciences,3,Female,52,3,Healthcare Representative,3,Married,4148,1,No,12,4,80,1,15,5,3,14,11,2,9,Millenials
1158,37,No,Research & Development,19,3,Life Sciences,3,Male,85,3,Manufacturing Director,3,Married,5768,3,No,17,1,80,3,9,2,2,4,3,0,2,Millenials
1159,39,No,Research & Development,4,3,Medical,1,Female,81,3,Manufacturing Director,3,Single,5042,0,No,13,4,80,0,10,2,1,9,2,3,8,Millenials
1160,45,No,Research & Development,2,2,Other,4,Female,59,2,Manufacturing Director,4,Divorced,5770,1,No,19,1,80,2,10,3,3,10,7,3,9,Gen X
1161,38,No,Research & Development,2,2,Medical,4,Female,54,2,Manufacturing Director,3,Married,7756,3,Yes,19,4,80,1,10,6,4,5,4,0,2,Millenials
1162,35,Yes,Sales,10,3,Medical,4,Male,55,2,Sales Executive,1,Married,10306,9,No,17,3,80,0,15,3,3,13,12,6,0,Millenials
1163,37,No,Research & Development,10,3,Medical,2,Female,71,3,Research Scientist,2,Married,3936,1,No,11,1,80,1,8,2,1,8,4,7,7,Millenials
1164,40,No,Research & Development,16,3,Life Sciences,3,Female,84,3,Manufacturing Director,4,Single,7945,6,Yes,15,4,80,0,18,2,2,4,2,3,3,Millenials
1165,44,No,Human Resources,1,5,Human Resources,1,Male,37,3,Human Resources,4,Married,5743,4,Yes,11,3,80,0,14,3,3,10,7,0,2,Gen X
1166,48,No,Research & Development,4,5,Medical,3,Male,89,2,Manager,4,Married,15202,2,No,25,2,80,1,23,3,3,2,2,2,2,Gen X
1167,35,Yes,Sales,15,2,Medical,1,Male,59,1,Sales Executive,4,Divorced,5440,6,Yes,14,4,80,2,7,2,2,2,2,2,2,Millenials
1168,24,No,Research & Development,2,1,Technical Degree,1,Female,32,3,Research Scientist,4,Single,3760,1,Yes,13,3,80,0,6,2,3,6,3,1,3,Gen Z
1169,27,No,Research & Development,8,3,Medical,2,Female,86,4,Research Scientist,3,Married,3517,7,No,17,1,80,0,5,0,3,3,2,0,2,Millenials
1170,27,No,Research & Development,2,3,Medical,4,Male,87,3,Research Scientist,4,Single,2580,2,No,13,3,80,0,6,0,2,4,2,1,2,Millenials
1171,40,Yes,Research & Development,7,3,Life Sciences,1,Male,73,3,Laboratory Technician,1,Single,2166,3,Yes,14,2,80,0,10,3,1,4,2,0,3,Millenials
1172,29,No,Sales,10,3,Medical,3,Male,42,2,Sales Executive,3,Single,5869,9,No,11,3,80,0,8,2,3,5,2,1,4,Millenials
1173,36,No,Research & Development,5,4,Life Sciences,2,Female,42,3,Healthcare Representative,1,Married,8008,4,No,12,3,80,2,9,6,3,3,2,0,2,Millenials
1174,25,No,Research & Development,2,1,Life Sciences,4,Male,77,4,Manufacturing Director,3,Divorced,5206,1,No,17,3,80,2,7,6,3,7,7,0,7,Gen Z
1175,39,No,Research & Development,12,3,Medical,4,Male,66,3,Manufacturing Director,2,Married,5295,4,No,21,3,80,0,7,3,3,5,4,1,0,Millenials
1176,49,No,Research & Development,22,4,Other,1,Female,72,3,Research Director,2,Married,16413,3,No,16,2,80,2,27,2,3,4,2,1,2,Gen X
1177,50,No,Research & Development,17,5,Life Sciences,4,Female,50,2,Research Director,1,Divorced,13269,5,No,15,3,80,3,19,3,3,14,11,1,11,Gen X
1178,20,No,Sales,2,3,Medical,3,Female,31,3,Sales Representative,3,Single,2783,1,No,19,1,80,0,2,3,3,2,2,2,2,Gen Z
1179,34,No,Research & Development,3,3,Life Sciences,4,Female,66,3,Research Scientist,2,Divorced,5433,1,No,12,3,80,1,11,2,3,11,8,7,9,Millenials
1180,36,No,Research & Development,7,3,Life Sciences,1,Male,77,3,Laboratory Technician,2,Single,2013,2,No,11,3,80,0,15,4,3,4,3,1,3,Millenials
1181,49,No,Research & Development,6,1,Life Sciences,3,Female,41,2,Healthcare Representative,3,Married,13966,2,Yes,19,2,80,1,30,3,3,15,11,2,12,Gen X
1182,36,No,Research & Development,1,4,Medical,4,Female,33,2,Manufacturing Director,3,Married,4374,0,No,15,3,80,0,4,6,3,3,2,1,2,Millenials
1183,36,No,Research & Development,3,2,Life Sciences,4,Male,79,4,Healthcare Representative,1,Divorced,6842,6,No,20,1,80,1,13,3,3,5,4,0,4,Millenials
1184,54,No,Research & Development,22,5,Medical,2,Female,91,3,Manager,3,Married,17426,3,No,25,3,80,1,36,6,3,10,8,4,7,Gen X
1185,43,No,Research & Development,15,2,Life Sciences,3,Male,65,2,Research Director,3,Married,17603,1,No,24,1,80,1,14,3,3,14,10,6,11,Gen X
1186,35,Yes,Sales,12,4,Other,4,Male,36,3,Sales Executive,4,Single,4581,3,Yes,24,1,80,0,13,2,4,11,9,6,7,Millenials
1187,38,No,Research & Development,1,3,Life Sciences,4,Male,90,3,Research Scientist,4,Married,4735,7,No,15,4,80,2,19,4,4,13,11,2,9,Millenials
1188,29,No,Sales,5,3,Medical,1,Male,43,2,Sales Executive,2,Divorced,4187,1,Yes,13,2,80,1,10,3,2,10,0,0,9,Millenials
1189,33,No,Sales,2,4,Medical,4,Male,93,3,Sales Executive,4,Divorced,5505,1,No,14,3,80,2,6,5,3,6,2,0,4,Millenials
1190,32,No,Research & Development,2,3,Medical,4,Male,45,3,Research Scientist,2,Divorced,5470,0,No,13,3,80,2,10,4,2,9,5,1,6,Millenials
1191,31,No,Sales,5,4,Life Sciences,1,Female,67,3,Sales Executive,4,Married,5476,1,No,11,1,80,2,10,2,3,10,0,0,2,Millenials
1192,49,No,Research & Development,16,3,Medical,4,Female,74,3,Laboratory Technician,1,Divorced,2587,4,Yes,16,2,80,1,17,2,2,2,2,2,2,Gen X
1193,38,No,Research & Development,2,3,Medical,4,Female,42,2,Laboratory Technician,2,Single,2440,1,No,22,2,80,0,4,3,3,4,3,3,3,Millenials
1194,47,No,Sales,2,4,Life Sciences,2,Female,47,4,Manager,2,Divorced,15972,6,No,14,3,80,3,29,2,3,3,2,1,2,Gen X
1195,49,No,Research & Development,1,3,Life Sciences,3,Male,36,3,Manager,3,Single,15379,4,No,14,1,80,0,23,2,3,8,7,0,0,Gen X
1196,41,No,Sales,23,2,Life Sciences,4,Male,80,3,Sales Executive,3,Single,7082,3,Yes,16,4,80,0,21,2,3,2,0,0,2,Gen X
1197,20,No,Sales,9,1,Life Sciences,4,Male,54,3,Sales Representative,1,Single,2728,1,No,11,1,80,0,2,3,3,2,2,0,2,Gen Z
1198,33,No,Sales,16,3,Life Sciences,3,Female,36,3,Sales Executive,4,Divorced,5368,1,Yes,25,3,80,1,7,2,3,6,5,1,2,Millenials
1199,36,No,Research & Development,26,4,Life Sciences,1,Male,80,3,Healthcare Representative,3,Married,5347,6,No,14,2,80,2,10,2,2,3,2,0,2,Millenials
1200,44,No,Human Resources,1,3,Life Sciences,3,Female,44,3,Human Resources,4,Divorced,3195,4,Yes,18,1,80,3,8,2,3,2,2,2,2,Gen X
1201,23,Yes,Research & Development,8,1,Medical,4,Male,93,2,Laboratory Technician,3,Single,3989,1,Yes,11,1,80,0,5,2,3,5,4,1,2,Gen Z
1202,38,No,Research & Development,4,2,Medical,4,Female,87,3,Laboratory Technician,3,Married,3306,7,No,19,4,80,1,7,5,2,0,0,0,0,Millenials
1203,53,No,Research & Development,24,4,Medical,2,Male,48,4,Healthcare Representative,4,Married,7005,3,No,15,3,80,0,11,2,3,4,3,1,2,Gen X
1204,48,Yes,Sales,7,2,Medical,4,Female,95,3,Sales Representative,3,Married,2655,2,Yes,11,3,80,2,19,3,3,9,7,7,7,Gen X
1205,32,Yes,Research & Development,2,4,Life Sciences,4,Male,95,3,Laboratory Technician,2,Single,1393,1,No,12,1,80,0,1,2,3,1,0,0,0,Millenials
1206,26,No,Research & Development,7,3,Medical,4,Male,76,3,Laboratory Technician,4,Single,2570,1,No,20,3,80,0,7,5,3,7,7,5,7,Millenials
1207,55,No,Research & Development,22,3,Technical Degree,1,Male,94,2,Research Scientist,2,Divorced,3537,5,No,12,4,80,1,8,1,3,4,2,1,2,Gen X
1208,34,No,Research & Development,5,2,Medical,2,Male,57,2,Laboratory Technician,4,Married,3986,1,No,14,3,80,1,15,3,4,15,10,4,13,Millenials
1209,60,No,Research & Development,1,4,Medical,3,Male,92,1,Healthcare Representative,4,Divorced,10883,3,No,20,3,80,1,19,2,4,1,0,0,0,Baby Boomers
1210,33,No,Research & Development,21,3,Medical,2,Male,79,4,Laboratory Technician,2,Married,2028,1,No,18,4,80,3,14,6,3,14,11,2,13,Millenials
1211,37,No,Sales,1,4,Medical,3,Male,31,1,Sales Executive,4,Divorced,9525,1,No,14,3,80,2,6,2,2,6,3,1,3,Millenials
1212,34,No,Research & Development,19,3,Life Sciences,2,Female,35,2,Research Scientist,4,Married,2929,1,No,12,2,80,0,10,3,3,10,9,8,7,Millenials
1213,23,Yes,Sales,7,3,Life Sciences,3,Male,99,3,Sales Representative,4,Divorced,2275,1,Yes,21,2,80,1,3,2,3,3,2,0,2,Gen Z
1214,44,No,Research & Development,2,3,Life Sciences,3,Female,96,4,Healthcare Representative,4,Married,7879,1,Yes,19,2,80,1,9,2,3,8,7,6,7,Gen X
1215,35,No,Research & Development,2,4,Medical,1,Male,79,2,Research Scientist,4,Single,4930,0,Yes,14,3,80,0,6,2,4,5,4,1,4,Millenials
1216,43,No,Sales,2,3,Medical,4,Male,73,3,Sales Executive,4,Married,7847,1,Yes,17,1,80,1,10,3,3,10,9,8,8,Gen X
1217,24,No,Research & Development,9,3,Medical,3,Male,62,4,Research Scientist,3,Married,4401,1,No,16,4,80,1,5,1,3,5,3,0,4,Gen Z
1218,41,No,Sales,6,3,Marketing,4,Male,35,3,Sales Executive,3,Single,9241,1,No,12,2,80,0,10,3,3,10,8,8,7,Gen X
1219,29,No,Research & Development,9,4,Medical,4,Female,43,3,Laboratory Technician,3,Married,2974,9,No,17,3,80,1,9,2,3,5,3,1,2,Millenials
1220,36,No,Sales,2,4,Life Sciences,3,Female,51,3,Sales Representative,4,Single,4502,3,No,15,3,80,0,17,2,2,13,7,6,7,Millenials
1221,45,No,Research & Development,1,1,Life Sciences,3,Male,74,2,Healthcare Representative,3,Married,10748,3,No,23,4,80,1,25,3,2,23,15,14,4,Gen X
1222,24,Yes,Human Resources,22,1,Human Resources,4,Male,58,1,Human Resources,3,Married,1555,1,No,11,3,80,1,1,2,3,1,0,0,0,Gen Z
1223,47,Yes,Sales,9,3,Life Sciences,3,Male,82,1,Sales Executive,3,Married,12936,7,No,11,3,80,0,25,3,1,23,5,14,10,Gen X
1224,26,No,Research & Development,17,4,Medical,4,Male,62,1,Laboratory Technician,3,Married,2305,1,No,15,3,80,3,3,3,4,3,2,0,2,Millenials
1225,45,No,Research & Development,28,2,Technical Degree,4,Female,48,2,Research Director,2,Single,16704,1,No,11,3,80,0,21,2,3,21,6,8,6,Gen X
1226,32,No,Research & Development,10,3,Life Sciences,1,Male,56,3,Research Scientist,3,Married,3433,6,No,13,1,80,1,10,3,2,5,2,1,3,Millenials
1227,31,No,Research & Development,2,4,Life Sciences,2,Male,69,3,Laboratory Technician,3,Married,3477,1,No,14,4,80,1,6,2,4,5,2,0,3,Millenials
1228,41,No,Human Resources,4,3,Human Resources,3,Male,60,1,Human Resources,2,Married,6430,6,No,19,2,80,1,10,4,3,3,2,1,2,Gen X
1229,40,No,Research & Development,8,2,Life Sciences,2,Female,92,3,Manufacturing Director,1,Married,6516,2,Yes,16,2,80,1,18,3,3,1,0,0,0,Millenials
1230,24,No,Research & Development,29,1,Medical,2,Male,91,3,Laboratory Technician,1,Divorced,3907,1,No,13,2,80,3,6,2,4,6,2,1,2,Gen Z
1231,46,No,Research & Development,13,4,Life Sciences,3,Male,34,3,Healthcare Representative,2,Single,5562,6,No,14,4,80,0,19,3,3,10,7,0,9,Gen X
1232,35,No,Research & Development,27,4,Life Sciences,4,Male,49,3,Manufacturing Director,3,Married,6883,2,No,16,2,80,1,17,3,3,7,7,0,7,Millenials
1233,30,No,Research & Development,16,1,Life Sciences,2,Male,33,3,Research Scientist,4,Married,2862,1,No,12,2,80,1,10,2,2,10,0,0,8,Millenials
1234,47,No,Sales,2,4,Marketing,3,Male,87,3,Sales Executive,2,Married,4978,7,No,11,4,80,1,4,3,1,1,0,0,0,Gen X
1235,46,No,Sales,2,3,Life Sciences,3,Male,74,3,Sales Executive,4,Divorced,10368,4,Yes,12,2,80,1,13,5,2,10,6,0,3,Gen X
1236,36,Yes,Sales,13,5,Marketing,2,Male,96,2,Sales Executive,1,Divorced,6134,5,Yes,13,2,80,3,16,3,3,2,2,2,2,Millenials
1237,32,Yes,Sales,1,2,Life Sciences,1,Male,34,1,Sales Executive,2,Single,6735,6,No,15,2,80,0,10,2,3,0,0,0,0,Millenials
1238,23,No,Research & Development,4,1,Medical,3,Female,51,3,Laboratory Technician,2,Single,3295,1,No,13,3,80,0,3,3,1,3,2,1,2,Gen Z
1239,31,No,Research & Development,24,1,Technical Degree,4,Female,30,3,Manufacturing Director,4,Single,5238,2,No,20,4,80,0,9,3,2,5,4,1,4,Millenials
1240,39,No,Research & Development,1,3,Life Sciences,4,Male,77,3,Laboratory Technician,4,Married,6472,1,Yes,15,4,80,1,9,2,3,9,8,5,8,Millenials
1241,32,No,Sales,19,3,Life Sciences,4,Male,80,1,Sales Executive,3,Married,9610,3,No,13,3,80,1,10,2,1,4,3,0,2,Millenials
1242,40,No,Sales,7,4,Medical,2,Male,88,3,Manager,2,Single,19833,1,No,14,2,80,0,21,3,2,21,8,12,8,Millenials
1243,45,No,Human Resources,4,3,Life Sciences,3,Female,56,1,Human Resources,3,Married,9756,4,No,21,3,80,2,9,2,4,5,0,0,3,Gen X
1244,30,No,Research & Development,2,4,Technical Degree,4,Female,78,2,Research Scientist,1,Single,4968,0,No,16,4,80,0,10,2,3,9,7,0,7,Millenials
1245,24,No,Human Resources,10,3,Medical,1,Male,59,3,Human Resources,4,Married,2145,0,No,14,4,80,1,3,2,3,2,2,2,1,Gen Z
1246,30,Yes,Human Resources,8,3,Human Resources,3,Female,66,2,Human Resources,4,Divorced,2180,6,No,11,3,80,1,6,0,2,4,2,1,2,Millenials
1247,31,No,Sales,5,3,Technical Degree,1,Male,51,3,Sales Executive,3,Married,8346,1,No,19,3,80,1,6,3,3,5,2,0,2,Millenials
1248,27,No,Research & Development,8,3,Medical,3,Female,67,3,Research Scientist,4,Single,3445,1,No,11,3,80,0,6,5,2,6,2,1,4,Millenials
1249,29,Yes,Sales,9,3,Marketing,2,Female,52,1,Sales Representative,2,Single,2760,1,No,13,3,80,0,2,3,3,2,2,2,2,Millenials
1250,29,No,Research & Development,1,3,Life Sciences,4,Male,70,4,Healthcare Representative,3,Single,6294,8,Yes,12,4,80,0,10,5,4,3,2,0,2,Millenials
1251,30,No,Sales,15,2,Marketing,3,Male,94,2,Sales Executive,1,Divorced,7140,2,No,11,1,80,1,12,2,3,7,7,1,7,Millenials
1252,34,No,Research & Development,2,4,Medical,4,Male,97,4,Research Scientist,4,Married,2932,0,Yes,14,1,80,3,6,3,3,5,0,1,2,Millenials
1253,33,No,Sales,2,3,Marketing,4,Female,62,3,Sales Executive,2,Single,5147,8,No,15,4,80,0,13,2,2,11,7,1,7,Millenials
1254,49,No,Sales,11,4,Marketing,4,Female,80,3,Sales Executive,4,Single,4507,3,No,12,3,80,0,8,1,4,5,1,0,4,Gen X
1255,33,Yes,Sales,16,3,Life Sciences,1,Female,74,3,Sales Executive,1,Single,8564,2,Yes,20,3,80,0,11,2,2,0,0,0,0,Millenials
1256,38,No,Research & Development,2,2,Medical,3,Female,75,2,Laboratory Technician,2,Married,2468,4,No,14,2,80,1,9,4,2,6,1,0,5,Millenials
1257,31,Yes,Sales,16,4,Marketing,1,Male,70,3,Sales Executive,3,Married,8161,2,No,13,1,80,3,10,2,3,1,0,0,0,Millenials
1258,29,No,Research & Development,4,3,Technical Degree,4,Female,91,2,Research Scientist,1,Divorced,2109,1,No,13,3,80,1,1,2,3,1,0,0,0,Millenials
1259,30,No,Research & Development,16,3,Life Sciences,3,Male,58,4,Healthcare Representative,3,Married,5294,3,No,16,3,80,1,10,3,3,7,0,1,7,Millenials
1260,32,No,Research & Development,5,4,Technical Degree,2,Male,65,3,Research Scientist,2,Single,2718,2,No,14,2,80,0,12,3,3,7,7,0,7,Millenials
1261,38,No,Research & Development,18,3,Medical,2,Male,60,1,Healthcare Representative,4,Married,5811,3,Yes,16,3,80,1,15,2,3,1,0,1,0,Millenials
1262,43,Yes,Research & Development,17,3,Technical Degree,3,Male,38,2,Research Scientist,3,Married,2437,9,Yes,16,4,80,1,6,4,3,1,0,0,0,Gen X
1263,42,No,Research & Development,12,3,Medical,2,Male,57,3,Laboratory Technician,2,Divorced,2766,8,No,22,2,80,3,7,6,2,5,3,0,4,Gen X
1264,55,No,Research & Development,2,3,Medical,3,Male,60,2,Research Director,1,Married,19038,8,No,12,2,80,3,34,2,3,1,0,0,0,Gen X
1265,33,No,Research & Development,4,3,Technical Degree,4,Male,90,3,Research Scientist,2,Divorced,3055,5,No,15,4,80,2,11,2,2,9,8,1,7,Millenials
1266,41,No,Research & Development,9,4,Life Sciences,3,Male,94,3,Laboratory Technician,1,Divorced,2289,1,No,20,2,80,2,5,2,3,5,3,0,4,Gen X
1267,34,No,Sales,10,3,Life Sciences,4,Male,87,3,Sales Executive,3,Divorced,4001,1,Yes,14,3,80,1,15,3,3,15,14,0,7,Millenials
1268,53,No,Research & Development,1,4,Medical,1,Female,60,2,Manufacturing Director,3,Married,12965,4,Yes,20,4,80,3,27,2,2,3,2,0,2,Gen X
1269,43,No,Human Resources,2,3,Life Sciences,2,Male,97,3,Human Resources,4,Single,3539,0,No,13,2,80,0,10,5,3,9,7,1,8,Gen X
1270,34,No,Sales,3,2,Life Sciences,4,Female,32,1,Sales Executive,4,Single,6029,5,No,12,1,80,0,6,3,3,2,2,2,2,Millenials
1271,21,Yes,Sales,7,1,Marketing,2,Male,31,3,Sales Representative,2,Single,2679,1,No,13,2,80,0,1,3,3,1,0,1,0,Gen Z
1272,38,No,Research & Development,6,2,Other,4,Female,40,2,Laboratory Technician,3,Married,3702,1,No,11,2,80,1,5,3,3,5,4,0,4,Millenials
1273,22,Yes,Research & Development,8,1,Medical,3,Female,79,3,Laboratory Technician,1,Married,2398,1,Yes,17,3,80,0,1,6,3,1,0,0,0,Gen Z
1274,31,No,Sales,29,4,Marketing,1,Female,91,2,Sales Executive,4,Married,5468,1,No,14,1,80,2,13,3,3,12,7,5,7,Millenials
1275,51,No,Research & Development,3,3,Technical Degree,1,Female,53,3,Manager,3,Married,13116,2,No,11,4,80,0,15,2,3,2,2,2,2,Gen X
1276,37,No,Sales,9,2,Marketing,2,Male,46,2,Sales Executive,2,Married,4189,1,No,14,1,80,2,5,2,3,5,2,0,3,Millenials
1277,46,No,Research & Development,2,4,Medical,3,Male,46,3,Research Director,4,Divorced,19328,7,Yes,17,3,80,1,24,3,3,2,1,2,2,Gen X
1278,36,No,Research & Development,10,3,Life Sciences,4,Male,90,3,Healthcare Representative,1,Married,8321,7,Yes,13,4,80,1,15,1,3,12,8,5,7,Millenials
1279,44,Yes,Research & Development,1,2,Medical,3,Male,99,3,Research Scientist,2,Divorced,2342,1,Yes,12,3,80,3,6,2,2,5,3,2,3,Gen X
1280,37,No,Human Resources,8,2,Other,3,Male,89,3,Human Resources,2,Divorced,4071,2,No,13,3,80,0,19,4,2,10,0,4,7,Millenials
1281,35,Yes,Sales,27,3,Life Sciences,3,Male,84,3,Sales Executive,4,Single,5813,1,Yes,18,4,80,0,10,2,3,10,7,7,7,Millenials
1282,33,No,Research & Development,8,4,Life Sciences,4,Male,90,4,Research Scientist,1,Married,3143,6,No,19,2,80,1,14,1,3,10,8,7,6,Millenials
1283,28,No,Research & Development,1,3,Life Sciences,3,Male,82,3,Research Scientist,4,Married,2044,1,No,11,3,80,1,5,6,4,5,3,0,3,Millenials
1284,39,No,Research & Development,10,1,Medical,3,Male,65,3,Research Director,3,Single,13464,7,No,21,3,80,0,9,3,3,4,3,2,2,Millenials
1285,46,No,Sales,26,2,Life Sciences,2,Male,98,2,Sales Executive,2,Single,7991,8,No,15,3,80,0,6,3,3,2,2,2,2,Gen X
1286,40,No,Research & Development,2,2,Life Sciences,3,Female,99,3,Laboratory Technician,1,Married,3377,4,No,17,4,80,1,7,5,2,4,3,0,2,Millenials
1287,42,No,Research & Development,13,3,Medical,2,Male,95,4,Healthcare Representative,1,Married,5538,5,No,18,3,80,2,10,2,2,0,0,0,0,Gen X
1288,35,No,Research & Development,2,2,Medical,2,Male,90,3,Manufacturing Director,4,Divorced,5762,2,No,14,3,80,1,15,6,3,7,7,1,7,Millenials
1289,38,No,Human Resources,2,3,Human Resources,1,Male,100,3,Human Resources,2,Divorced,2592,5,No,13,4,80,3,13,3,3,11,10,3,8,Millenials
1290,34,Yes,Research & Development,9,4,Life Sciences,4,Male,93,3,Laboratory Technician,1,Married,5346,4,No,17,3,80,1,11,3,2,7,1,0,7,Millenials
